,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
234,355732,0,0,3,12/3/2020,647529.08,3,0,,1,1,1883.262216,0,1,4,71,NORTH VANCOUVER                                                                                     ,
235,356164,0,0,3,3/30/2020,510000.63,2,1,,1,1,859.3452256,0,1,0,50,NORTH VANCOUVER                                                                                     ,
236,358271,0,0,3,3/27/2020,397152.19,2,1,,1,1,0,0,1,3,40,LANGLEY                                                                                             ,
237,358374,1,1,3,1/4/2021,16697.31,1,1,,0,1,0,0,1,6,51,SURREY                                                                                              ,
238,358457,0,0,3,1/13/2021,4981.49,3,0,,0,1,0,0,1,22,47,CHILLIWACK                                                                                          ,
239,359746,1,1,3,5/14/2020,139.1,2,0,,0,0,0,0,1,6,65,ABBOTSFORD                                                                                          ,
240,359975,0,0,3,4/14/2020,0,1,1,,0,1,0,0,1,0,69,VANCOUVER                                                                                           ,
241,361053,0,0,3,5/28/2020,4379.35,3,0,,1,1,1427.292583,0,1,34,61,BURNABY                                                                                             ,
242,361461,0,0,3,8/11/2020,10.36,2,1,,0,1,2237.131325,0,1,0,54,BURNABY                                                                                             ,
243,362268,0,0,3,3/30/2020,0,1,1,,0,1,0,0,1,0,40,SURREY                                                                                              ,
244,362573,1,1,3,4/3/2020,487147.7093,1,1,,0,0,0,1,1,9,64,ALERT BAY                                                                                           ,
245,363432,0,0,3,5/8/2020,449391.8504,1,1,30464.82639,1,1,0,1,1,4,73,NORTH VANCOUVER                                                                                     ,
246,364127,0,0,3,4/6/2020,7115.19,2,1,,0,0,0,0,1,0,56,LANGLEY                                                                                             ,
247,364705,0,0,3,2/5/2021,8927.03,2,0,,0,0,0,0,1,1,72,VANCOUVER                                                                                           ,
248,366594,1,1,3,8/11/2020,2.02,1,0,,0,0,0,0,1,0,39,VANCOUVER                                                                                           ,
249,369266,0,0,3,7/10/2020,633.99,1,0,,1,0,0,0,1,32,35,SURREY                                                                                              ,
250,370627,0,0,3,9/10/2020,70048.87,2,0,,0,1,2513.694746,0,1,0,33,LOS ANGELES                                                                                         ,
251,372462,1,1,3,12/8/2020,698329.19,3,0,,0,1,955.0095354,0,1,2,64,SURREY                                                                                              ,
252,372694,0,0,3,12/3/2020,1452.76,1,0,,0,0,0,0,1,71,47,VANCOUVER                                                                                           ,
253,374244,1,1,3,8/14/2020,105.5,1,0,,0,1,98.51283629,0,1,7,35,VANCOUVER                                                                                           ,
254,375797,0,0,3,3/25/2020,719852.94,3,1,,0,1,429.4122115,0,1,2,52,VANCOUVER                                                                                           ,
255,377035,0,0,3,6/11/2020,704080.8309,1,0,,0,1,2351.048538,1,1,5,50,ABBOTSFORD                                                                                          ,
256,377503,0,0,3,8/13/2020,9910.1,2,1,,0,1,1052.052117,0,1,0,39,NEW WESTMINSTER                                                                                     ,
257,378284,0,0,3,1/5/2021,14.27,1,0,,0,1,929.64704,0,1,1,60,WEST VANCOUVER                                                                                      ,
258,379031,0,0,3,7/13/2020,510971.34,3,1,,0,0,0,0,1,1,45,ALDERGROVE                                                                                          ,
259,381122,1,1,3,12/4/2020,2269.79,2,1,,1,1,1853.449088,0,1,0,35,SURREY                                                                                              ,
260,381270,0,0,3,9/8/2020,953.74,3,0,,0,1,0,0,1,146,54,NEW WESTMINSTER                                                                                     ,
261,381290,1,1,3,8/12/2020,3557.32,3,1,,1,1,0,0,1,55,58,COQUITLAM                                                                                           ,
262,382846,1,1,3,12/5/2020,14.52,2,1,,0,0,0,0,1,0,58,COQUITLAM                                                                                           ,
263,382951,0,0,3,8/31/2020,1526.46,2,1,,0,1,966.6992174,0,1,1,53,MAPLE RIDGE                                                                                         ,
264,384880,0,0,3,12/8/2020,5443.62,1,1,,0,1,0,0,1,20,65,NORTH VANCOUVER                                                                                     ,
265,385786,0,0,3,6/24/2020,0,1,1,,0,0,0,0,1,0,51,VANCOUVER                                                                                           ,
266,386394,1,1,3,2/6/2021,718870.11,3,1,,0,1,0,0,1,5,56,PORT COQUITLAM                                                                                      ,
267,386444,1,1,3,4/15/2020,707167.3979,1,1,,0,0,0,1,1,31,67,GIBSONS                                                                                             ,
268,387313,1,1,3,4/21/2020,411154.8057,1,1,,0,1,0,1,1,41,39,SURREY                                                                                              ,
269,389353,0,0,3,2/3/2021,11150.66,1,1,,1,1,0,0,1,4,76,VANCOUVER                                                                                           ,
270,390090,1,1,3,5/8/2020,443872.3682,1,1,,1,1,0,1,1,21,35,BURNABY                                                                                             ,
271,394321,0,0,3,6/13/2020,444852.2204,1,1,,0,1,1004.999268,1,1,29,46,ABBOTSFORD                                                                                          ,
272,397606,0,0,3,3/21/2020,845524.07,2,1,287942.7443,0,1,1455.570918,1,1,4,60,SURREY                                                                                              ,
273,398794,0,0,3,3/27/2020,250000,2,1,269763.0066,1,1,0,0,1,0,65,VANCOUVER                                                                                           ,
274,400886,0,0,3,12/10/2020,2741.42,2,0,,0,1,1485.386969,0,1,3,44,PORT COQUITLAM                                                                                      ,
275,401561,0,0,3,1/6/2021,2047.81,1,1,94793.55539,0,1,1250.601642,0,1,7,41,NORTH VANCOUVER                                                                                     ,
